°íÀ¯¹øÈ£,¾ğ¾î,»óÈ£¸í,ÄÜÅÙÃ÷URL,ÁÖ¼Ò,½ÅÁÖ¼Ò,ÀüÈ­¹øÈ£,À¥»çÀÌÆ®,¿î¿µ½Ã°£,±³ÅëÁ¤º¸,È¨ÆäÀÌÁö ¾ğ¾î,´ëÇ¥¸Ş´º
3504,ja,«Õ«¡«ó«»«ó«¬ª­ª·ªáªó,https://japanese.visitseoul.net/restaurants/hwangsaengga-kalguksu-jp/JPP003496?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP003496,110-200 «½«¦«ëã¼ñ£ÖØ?á¹Ì«Ô×84 ,03053 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«×«¯«Á«ç«ó«í5«®«ë78  (á¹Ì«Ô×),-6998,http://È²»ı°¡Ä®±¹¼ö.com/,11:00?21:30 KST (20:40 «é«¹«È«ª?«À?),"ò¢ù»?3?àÊ¡¸«¢«ó«°«¯¡¹? 2ÛãõóÏ¢,  629m",ùÛ?åŞ,«««ë«°«¯«¹(ùÛ?ãÒª¦ªÉªó)¡¢èİÎõí­
10725,ja,«««Õ«§«â«Í,https://japanese.visitseoul.net/restaurants/cafe-monet-jp/JPP010722?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP010722,  462-4,110-848 «½«¦«ëã¼ñ¤ÖØ?í¹ùÇÚ¦ÖØ33-5 (øÁóÚÔ×),-6345,,10:00?22:00,ò¢ù»?3?àÊÌØÜØÏà?2ÛãõóÏ¢ª«ªéÓù?5İÂ,,
12852,zh-TW,ûøÜØ,https://tchinese.visitseoul.net/restaurants/ûøÜØHongbok-TC/TCP012852?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP012852,03981 âÏì³÷åÜ¬ã¼Ø«øİÏ¡æÅÑõÔ× 224-41,03981 âÏì³ã¼Ø«øİÏ¡àòØµß£ÖØ189 ,-1941,,11:30 ~ 23:00 (KST),ò¢ôÑ2ûÜàÊûğìÌÓŞùÊó×3ûÜõóÏ¢,,
3508,zh-TW,üÜßæÊ«ÓïŞûØı(ê«İÁõ½ÓïŞûØı) ,https://tchinese.visitseoul.net/restaurants/Hwangsaengga-Kalguksu-TC/TCP003496?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003496,110-200 âÏì³ã¼ñ¤ÖØÏ¡á¹Ì«Ô×84 ,03053 âÏì³ã¼ñ¤ÖØÏ¡İÁõ½ÖØ5Ê¶78  ,-6998,http://hwangsanga.modoo.at,11:00 ~ 21:30 KST (20:40 õÌı­ïÇóÉãÁÊà),"ò¢ôÑ3ûÜàÊ äÌÏĞó× 2ûÜõóÏ¢,   629m",,
4494,ko,Àå¿øÁ·¹ß,https://korean.visitseoul.net/restaurants/Àå¿øÁı/KOP004494?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004494,110-888 ¼­¿ï Á¾·Î±¸ Á¾·Î1°¡ 24 ,03157 ¼­¿ï Á¾·Î±¸ Á¾·Î 19 (¸£¸ŞÀÌ¿¡¸£Á¾·ÎÅ¸¿î) 1Ãş,02-734-7230,,¸ÅÀÏ 07:00~24:00,"ÁöÇÏÃ¶ 1È£¼± Á¾°¢¿ª 1¹ø Ãâ±¸,  236m",,"µ¹¼Üºñºö¹ä, ¿ÀÂ¡¾îººÀ½, ¶±¸¸µÎ±¹, Á·¹ß, °¨ÀÚÅÁ"
4548,ja,«Á«ç«ó«¤«ë«Á«Ö,https://japanese.visitseoul.net/restaurants/cheongiljip-jp/JPP004547?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP004547,122-860 «½«¦«ëã¼ëÚøÁ??ÎÃÔ×310-11 ,03345 «½«¦«ëã¼«¦«ó«Ô«ç«ó(ëÚøÁ)?«È«ó«¤«ë«í850 (?ÎÃÔ×)«è«ó«½(æÅßõ)ã¼íŞAÔÖ1Í­24?,-3278,,øÁìí 10:00-23:00 (KST) ñÎØÇ 11:00-23:00 (KST),"ò¢ù»?3?àÊ/6?àÊ/gtx a¡¸«è«ó«·«ó«Í¡¹? 2ÛãõóÏ¢,  12m",,«Ô«ó«Ç«È«Ã«¯
12166,zh-TW,î¢ÕÎìéèÏÓïï·Øı(Encore Kalguksu),https://tchinese.visitseoul.net/restaurants/î¢ÕÎìéèÏÓïï·ØıEncore-Kalguksu/TCP012163?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP012163,137-070 âÏì³ã¼ßúõ®Ï¡ßúõ®Ô× 1451-94,06719 âÏì³ã¼ßúõ®Ï¡üøÒ»ÖØ52Ê¶69 ,-8863,,11:00 ~ 21:00 (KST),"ò¢ôÑ3ûÜàÊ Ñõİ»íşÔ²Ñ©ó³õÅó× 5ûÜõóÏ¢,  600m",,
11850,ko,Çï·Î¿ì,https://korean.visitseoul.net/restaurants/Çï·Î¿ì/KOP011850?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011850,135-889 ¼­¿ï °­³²±¸ ½Å»çµ¿ 541-2 ,06036 ¼­¿ï °­³²±¸ ³íÇö·Î151±æ 55 (È£°æºôµù) ,02-541-4427,https://www.instagram.com/winebar_hello/,¿ù~¸ñ 18:00 ~ 02:00 ±İ 18:00 ~ 03:00 Åä 17:00 ~ 03:00 ÀÏ 17:00 ~ 02:00,3È£¼± ½Å»ç¿ª 8¹ø Ãâ±¸,,
12009,zh-CN,è©?ù»îÜô¸ÍöÌØßä (Cheomakkeut haneul punggyeong),https://chinese.visitseoul.net/restaurants/è©?ù»îÜô¸ÍöÌØßä-Cheomakkeut-haneul-punggyeong-C/CNP012008?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP012008,03146 âÏ?÷å?ã¼?ÖØ???Ô× 84-11,03146 âÏ?ã¼?ÖØ?ìÒŞÑÔ×14Ê¶24-2 ,-3991,,10:00 ~ 15:00 / 17:00 ~ 22:00 (KST),3?? äÌ? 6õóÏ¢  ,,
6070,ko,Å¸´Ï³Ø½ºÆ®µµ¾î,https://korean.visitseoul.net/restaurants/Å¸´Ï³Ø½ºÆ®µµ¾î-KR/KOP006067?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006067,100-092 ¼­¿ï Áß±¸ ³²´ë¹®·Î2°¡ 130 130 ¿¡ºñ´º¿¤ 9Ãş,04533 ¼­¿ï Áß±¸ ³²´ë¹®·Î 73 (AVENUEL) 9Ãş,0507-1433-6100,http://www.taninextdoor.com/,¸ÅÀÏ 11:00~15:00 / 17:00~21:00,"ÁöÇÏÃ¶ 2È£¼± À»Áö·ÎÀÔ±¸¿ª 7¹ø Ãâ±¸, 177m ",,"·±Ä¡¼¼Æ®, µğ³ÊÄÚ½º"
